id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
81768539,residential,,,,,,,,,,,,,,,,
81768544,residential,,yes,,,,,,,,,,,,,,
81768545,residential,,,,,,,,,,,,,,,,
81768553,residential,,,,,,,,,,,,,,,,
81768555,secondary,,no,,,,,,,,,,,,,,
81768558,residential,,yes,,,,,,,,,,,,,,
81768565,residential,,,,,,,,,,,,,,,,
81768566,residential,,,,,,,,,,,,,,,,
81768567,residential,,,,,,,,,,,,,,,,
81768573,residential,,yes,,,,,,,,,,,,,,
81768576,residential,,yes,,,,,,,,,,,,,,
81768587,residential,,yes,,,,,,,,,,,,,,
81768588,residential,,yes,,,,,,,,,,,,,,
81768599,secondary,,yes,,,,,,,,,,,,,,
81768607,residential,,,,,,,,,,,,,,,,
81768608,residential,,,,,,,,,,,,,,,,
81768613,residential,,,,,,,,,,,,,,,,
81768618,residential,,,,,,,,,,,,,,,,
81783128,residential,,,,,,,,,,,,,,,,
81783130,tertiary,,yes,,,,,,,,,,,,,,
81783134,residential,,,,,,,,,,,,,,,,
81783137,residential,,,,,,,,,,,,,,,,
81796885,footway,,,,,,,,,,,,,,,,
81796886,footway,,,,,,,,,,,,,,,,
81797138,residential,,yes,,,,,,,,,,,,,,
81797139,residential,,,,,,,,,,,,,,,,
81797140,residential,,,,,,,,,,,,,,,,
81797144,residential,,yes,,,,,,,,,,,,,,
81797145,residential,,,,,,,,,,,,,,,,
81797149,service,,,,,,,,,,,,,,,,
81797150,pedestrian,,,,,,,,,,,,,,,,
81797152,residential,,yes,,,,,,,,,,,,,,
81797153,residential,,,,,,,,,,,,,,,,
81797157,residential,,,,,,,,,,,,,,,,
81797158,primary_link,,yes,yes,2,,,,,,,,,,,,
81830914,residential,,yes,,,,,,,,,,,,,,
81830918,residential,,,,,,,,,,,,,,,,
81830922,residential,,,,,,,,,,,,,,,,
81830924,tertiary,,yes,,1,,,,,,,,,,,,
81830929,residential,,,,,,,,,,,,,,,,
81830930,service,,,,,,,,,,,,,,,,
81830931,residential,,,,,,,,,,,,,,,,
81830934,residential,,,,,,,,,,,,,,,,
81830936,service,,,,,,,,,,,,,,,,
81830938,secondary_link,,yes,,,,,,,,,,,,,,
81830939,residential,,,,,,,,,,,,,,,,
81830940,residential,,,,,,,,,,,,,,,,
81830942,residential,,,,,,,,,,,,,,,,
81830943,service,,,,,,,,,,,,,,,,
81830945,residential,,,,,,,,,,,,,,,,
81830946,residential,,,,,,,,,,,,,,,,
81830947,residential,,,,,,,,,,,,,,,,
81830950,residential,,,,,,,,,,,,,,,,
81832944,residential,,yes,,,,,,,,,,,,,,
81832945,residential,,yes,,,,,,,,,,,,,,
81836058,pedestrian,,,,,,,,,,,,,,,,
81836060,residential,,yes,,,,,,,,,,,,,,
81836065,residential,,,,,,,,,,,,,,,,
81836066,residential,,yes,,,,,,,,,,,,,,
81916365,primary_link,,yes,yes,3,,,,,,,,,,,,
81916368,primary,,yes,yes,,,,,,,,,,,,,
82143520,,,,,,,,,,,,,,,,,
82181905,residential,,yes,,,,,,,,,,,,,,
82181906,residential,,yes,,,,,,,,,,,,,,
82181907,residential,,yes,,,,,,,,,,,,,,
82181908,residential,,yes,,,,,,,,,,,,,,
82181909,residential,,yes,,,,,,,,,,,,,,
82213946,,,,,,,rail,,,,,,,,,,
82213950,,,,,,,,,,,,,,,,,
82213956,,,,,,,rail,,,,,,,,,,
82213968,,,,,,,subway,,,,,,,,,,
82213971,,,,,,,rail,,,,,,,,,,
82213979,,,,,,,rail,,,,,,yes,,,,
82213984,,,,,,,platform,,,,,,,,,,
82213986,,,,,,,rail,,,,,,,,,,
82213992,,,,,,,rail,,,,,,,,,,
82214005,,,,,,,rail,,,,,,yes,,,,
82214007,,,,,,,rail,,,,,,yes,,,,
82214008,,,,,,,,,,,,,,,,,
82214012,,,,,,,rail,,,,,,,,,,
82214019,,,,,,,rail,,,,,,,,,,
82214022,,,,,,,subway,,,,,,yes,,,,
82214026,,,,,,,rail,,,,,,,,,,
82214034,,,,,,,platform,,,,,,,,,,
82215208,,,,,,,platform,,,,,,,,,,
82215209,,,,,,,platform,,,,,,,,,,
82215210,,,,,,,platform,,,,,,,,,,
82215211,,,,,,,platform,,,,,,,,,,
82215212,,,,,,,rail,,,,,,,,,,
82215214,tertiary,,,,,,,,,,,yes,,,,,
82215215,,,,,,,platform,,,,,,,,,,
82215216,,,,,,,platform,,,,,,,,,,
82215217,,,,,,,platform,,,,,,,,,,
82215218,,,,,,,rail,,,,,yes,,,,,
82215219,,,,,,,platform,,,,,,,,,,
82284953,unclassified,,yes,,,,,,,,,,,,,,
82284954,secondary_link,,yes,,,,,,,,,,,,,,
82284955,secondary_link,,yes,,,,,,,,,,,,,,
82284956,unclassified,,yes,,,,,,,,,,,,,,
82286998,unclassified,,yes,,,,,,,,,,,,,,
82286999,unclassified,,yes,,,,,,,,,,,,,,
82298521,footway,,,,,,,,,,,,,,,,
82455125,residential,,,,,,,,,,,,,,,,
82572005,,,,,,,rail,,,,,,,,,,
82572008,,,,,,,platform,,,,,,,,,,
82572010,,,,,,,subway,,,,,yes,,,,,
82572012,,,,,,,subway,,,,,,,,,,
82572013,,,,,,,platform,,,,,,,,,,
82572014,,,,,,,platform,,,,,,,,,,
82572015,,,,,,,platform,,,,,,,,,,
82572016,,,,,,,subway,,,,,,,,,,
82576738,pedestrian,,,,,,,,,,,,,,,,
82576739,residential,,,,,,,,,,,,,,,,
82577395,service,,,,,,,,,,,,,,,,
82577397,steps,,,,,,,,,,,,,,,,
82577398,footway,,,,,,,,,,,,yes,,,,
82577400,footway,,,,,,,,,,,,,,,,
82577401,steps,,,,,,,,,,,,,,,,
82577990,service,,,,,,,,,,,,,,,,
82577995,secondary,,no,yes,,,,,,,,,,,,,
82577996,secondary,,no,,,,,,,,,,,,,,
82577998,secondary,,yes,,,,,,,,,,,,,,
82600209,unclassified,,yes,,,,,,,,,,,,,,
82600211,unclassified,,yes,,,,,,,,,,,,,,
82604245,unclassified,,yes,,,,,,,,,,,,,,
82607554,pedestrian,,,,,,,,,,,,,,,,
82615564,service,,yes,,,,,,,,,,,,,,
82615566,service,,,,,,,,,,,,,,,,
82615570,service,,yes,,,,,,,,,,,,,,
82615571,service,,yes,,,,,,,,,,,,,,
82615574,service,,yes,,,,,,,,,,,,,,
82615575,pedestrian,,,,,,,,,,,,,,,,
82615586,secondary,,yes,yes,,,,,,,,,,,,,
82615587,service,,yes,,,,,,,,,,,,,,
82619469,tertiary,,yes,yes,,,,,,,,,,,,,
82619472,secondary_link,,yes,yes,,,,,,,,,,,,,
82623429,footway,,,,,,,,,,,,,,,,
82623430,footway,,,,,,,,,,,,,,,,
82623433,footway,,,,,,,,,,,,,,,,
82623434,footway,,,,,,,,,,,,,,,,
82623435,footway,,,,,,,,,,,,,,,,
82623437,footway,,,,,,,,,,,,,,,,
82623440,footway,,,,,,,,,,,,,,,,
82623442,footway,,,,,,,,,,,,,,,,
82623443,footway,,,,,,,,,,,,,,,,
82623444,footway,,,,,,,,,,,,,,,,
82623445,footway,,,,,,,,,,,,,,,,
82623446,steps,,,,,,,,,,,,,,,,
82623447,footway,,,,,,,,,,,,,,,,
82623448,footway,,,,,,,,,,,,,,,,
82623449,footway,,,,,,,,,,,,,,,,
82623451,footway,,,,,,,,,,,,,,,,
82623452,footway,,,,,,,,,,,,,,,,
82623454,footway,,,,,,,,,,,,,,,,
82623456,footway,,,,,,,,,,,,,,,,
82623457,footway,,,,,,,,,,,,,,,,
82624294,service,,,,,,,,,,,,,,,,
82624887,path,,,,,,,,,,,,,,,,
82624889,steps,,,,,,,,,,,,,,,,
82624890,pedestrian,,,,,,,,,,,,,,,,
82624891,path,,,,,,,,,,,,,,,,
82628795,residential,,,,,,,,,,,,,,,,
82628797,secondary,,,,,,,,,,,,,,,,
82628803,residential,,,,,,,,,,,,,,,,
82628807,,,,,,,,,,,,yes,,,stream,,
82628809,,,,,,,,,,,,,,,stream,,
82628812,residential,,,,,,,,,,,,,,,,
82628813,residential,,,,,,,,,,,,,,,,
82628817,residential,,,,,,,,,,,,,,,,
82628819,residential,,,,,,,,,,,,,,,,
82628823,,,,,,,,,,,,,,,stream,,
82628824,secondary,,,,,,,,,,,,yes,,,,
82628829,residential,,yes,,,,,,,,,,,,,,
82628831,,,,,,,,,,,fence,,,,,,
82628833,residential,,,,,,,,,,,,,,,,
82629272,unclassified,,,,,,,,,,,,,,,,
82682785,tertiary,,no,,4,,,,,,,,,,,,
82682788,secondary_link,,yes,,,,,,,,,,,,,,
82682794,tertiary_link,,yes,,,,,,,,,,,,,,
82682796,tertiary,,no,,4,,,,,,,,,,,,
82682799,secondary_link,,yes,,,,,,,,,,,,,,
82682807,service,,,,,,,,,,,,,,,,
82682808,residential,,,,,,,,,,,,,,,,
82682975,footway,,,,,,,,,,,,,,,,
82682977,footway,,,,,,,,,,,,,,,,
82682978,footway,,,,,,,,,,,,,,,,
82828511,footway,,,,,,,,,,,,,,,,
82828514,footway,,,,,,,,,,,,,,,,
82902964,footway,,,,,,,,,,,,,,,,
82902965,steps,,,,,,,,,,,,,,,,
82903066,footway,,,,,,,,,,,,,,,,
82904067,footway,,,,,,,,,,,,,,,,
83086574,residential,,yes,,,,,,,,,,,,,,
83405591,unclassified,,yes,,1,,,,,,,,,,,,
83405592,unclassified,,yes,,1,,,,,,,,,,,,
83620791,residential,,,,,,,,,,,,,,,,
83927574,residential,,,,,,,,,,,,,,,,
83927578,footway,,,,,,,,,,,,yes,,,,
83927581,residential,,,,,,,,,,,,,,,,
83927583,,,,,,,rail,,,,,,,,,,
83927603,footway,,,,,,,,,,,,,,,,
83927619,footway,,,,,,,,,,,,,,,,
83956028,residential,,,,,,,,,,,,,,,,
83956313,residential,,yes,,,,,,,,,,,,,,
83956314,residential,,,,,,,,,,,,,,,,
83956552,residential,,no,,,,,,,,,,,,,,
83957319,residential,,yes,,,,,,,,,,,,,,
83957721,residential,,yes,,,,,,,,,,,,,,
83957997,residential,,,,,,,,,,,,,,,,
83957999,residential,,,,,,,,,,,,,,,,
83958001,residential,,yes,,,,,,,,,,,,,,
83958692,residential,,,,,,,,,,,,,,,,
83958815,tertiary,,yes,,,,,,,,,,,,,,
83959568,residential,,-1,,,,,,,,,,,,,,
83959589,residential,,yes,,,,,,,,,,,,,,
83959859,residential,,yes,,,,,,,,,,,,,,
83960135,residential,,,,,,,,,,,,,,,,
83960223,residential,,yes,,,,,,,,,,,,,,
84012274,path,,,,,,,,,,,,,,,,
84012299,footway,,,,,,,,,,,,,,,,
84084818,footway,,,,,,,,,,,,,,,,
84084819,footway,,,,,,,,,,,,,,,,
84084820,footway,,,,,,,,,,,,,,,,
84084821,footway,,,,,,,,,,,,,,,,
84084822,footway,,,,,,,,,,,,,,,,
84174097,residential,,yes,,,,,,,,,,,up,,,
84174099,residential,,yes,,,,,,,,,,,,,,
84174102,,,,,,,,,,,wall,,,,,,
84174105,,,,,,,,,,,,,,,,,
84174120,residential,,,,,,,,,,,,,,,,
84174125,residential,,,,,,,,,,,,,,,,
84174126,residential,,,,,,,,,,,,,,,,
84174128,tertiary_link,,yes,,,,,,,,,,,,,,
84174129,residential,,yes,,,,,,,,,,,,,,
84174132,service,,,,,,,,,,,,,,,,
84174133,service,,,,,,,,,,,,,,,,
84174135,service,,,,,,,,,,,,,,,,
84174138,residential,,,,,,,,,,,,,,,,
84174143,residential,,yes,,,,,,,,,,,,,,
84174148,residential,,yes,,,,,,,,,,,,,,
84526409,residential,,yes,,,,,,,,,,,,,,
84526411,tertiary,,yes,,,,,,,,,,,,,,
84532262,tertiary,,yes,,,,,,,,,,,,,,
84532279,residential,,yes,,,,,,,,,,,,,,
84575375,residential,,,,,,,,,,,,,,,,
84575377,residential,,,,,,,,,,,,,,,,
84575378,tertiary,,yes,,,,,,,,,,,,,,
84575379,,,,,,,,,,,,,,,,,
84575381,residential,,,,,,,,,,,,,,,,
84575386,residential,,yes,,,,,,,,,,,,,,
84575387,residential,,,,,,,,,,,,,,,,
84575388,tertiary,,yes,,,,,,,,,,,,,,
84575390,residential,,,,,,,,,,,,,,,,
84575391,residential,,yes,,,,,,,,,,,,,,
84575392,tertiary,,yes,,,,,,,,,,,,,,
84575393,residential,,,,,,,,,,,,,,,,
84575396,residential,,,,,,,,,,,,,,,,
84575398,residential,,,,,,,,,,,,,,,,
84579585,residential,,,,,,,,,,,,,,,,
84579587,service,,yes,,,,,,,,,,,,,,
84579600,service,,yes,,,,,,,,,,,,,,
84579606,unclassified,,,,,,,,,,,,,,,,
84635453,residential,,yes,,,,,,,,,,,,,,
84635455,residential,,no,,,,,,,,,,,,,,
84635458,residential,,,,,,,,,,,,,,,,
84635460,residential,,yes,,,,,,,,,,,,,,
84637995,residential,,,,,,,,,,,,,,,,
84638748,residential,,,,,,,,,,,,,,,,
84638749,residential,,yes,,,,,,,,,,,,,,
84657187,tertiary,,yes,,,,,,,,,,,,,,
84657195,residential,,,,,,,,,,,,,,,,
84657198,residential,,,,,,,,,,,,,,,,
84657199,residential,,yes,,,,,,,,,,,,,,
84657200,tertiary,,yes,,,,,,,,,,,,,,
84657201,residential,,,,,,,,,,,,,,,,
84659468,residential,,,,,,,,,,,,,,,,
84659474,residential,,,,,,,,,,,,,,,,
84727333,footway,,,,,,,,,,,,,,,,
84727334,footway,,,,,,,,,,,,,,,,
84727688,path,,,,,,,,,,,,,,,,
84733709,unclassified,,yes,,,,,,,,,,,,,,
84733711,unclassified,,yes,,,,,,,,,,,,,,
84733712,residential,,,,,,,,,,,,,,,,
84737324,residential,,yes,,,,,,,,,,,,,,
84737325,unclassified,,yes,,,,,,,,,,,,,,
84737327,residential,,yes,,,,,,,,,,,,,,
84774632,unclassified,,yes,,,,,,,,,,,,,,
84774637,unclassified,,,,,,,,,,,,,,,,
84819771,unclassified,,,,,,,,,,,,,,,,
84819774,unclassified,,yes,,,,,,,,,,,,,,
84819776,service,,yes,,,,,,,,,,,,,,
84819777,unclassified,,yes,,,,,,,,,,,,,,
84844593,residential,,yes,,,,,,,,,,,,,,
84844594,residential,,,,,,,,,,,,,,,,
85022258,service,,,,,,,,,,,,,,,,
85022261,service,,,,,,,,,,,,,,,,
85022262,service,,,,,,,,,,,,,,,,
85022264,service,,,,,,,,,,,,,,,,
85022266,service,,,,,,,,,,,,,,,,
85022267,service,,,,,,,,,,,,,,,,
85030853,service,,yes,,,,,,,,,,,,,,
85044029,steps,,,,,,,,,,,,,,,,
85044031,steps,,,,,,,,,,,,,,,,
85044032,footway,,,,,,,,,,,,,,,,
85044033,steps,,,,,,,,,,,,,,,,
85049023,service,,,,,,,,,,,,,,,,
85049025,service,,,,,,,,,,,,,,,,
85049027,service,,,,,,,,,,,,,,,,
85054809,pedestrian,,,,,,,,,,,,,,,,
85059210,footway,,,,,,,,,,,,,,,,
85059212,footway,,,,,,,,,,,,,,,,
85063231,footway,,,,,,,,,,,,,,,,
85063232,footway,,,,,,,,,,,,,,,,
85068478,footway,,,,,,,,,,,,,,,,
85068479,footway,,,,,,,,,,,,,,,,
85128380,service,,,,,,,,,,,,,,,,
85128388,service,,,,,,,,,,,,,,,,
85128389,service,,yes,,,,,,,,,,,,,,
85131706,service,,,,,,,,,,,,,,,,
85132226,residential,,,,,,,,,,,,,,,,
85132227,residential,,,,,,,,,,,,,,,,
85132228,,,,,,,,,,,,,,,stream,,
85132229,unclassified,,,,,,,,,,,,,,,,
85132230,residential,,,,,,,,,,,,,,,,
85132231,residential,,,,,,,,,,,,,,,,
85132233,,,,,,,,,,,,,,,stream,,
85132234,residential,,,,,,,,,,,,,,,,
85132237,,,,,,,,,,,,yes,,,stream,,
85132240,,,,,,,,,,,,,,,stream,,
85132241,,,,,,,,,,,,yes,,,stream,,
85132242,unclassified,,,,,,,,,,,,,,,,
85132243,residential,,,,,,,,,,,,,,,,
85132246,,,,,,,,,,,,yes,,,stream,,
85132247,residential,,,,,,,,,,,,,,,,
85132248,primary,,yes,,,50,,,,,,,,,,,
85132250,residential,,,,,,,,,,,,,,,,
85132252,tertiary,,yes,,,,,,,,,,,,,,
85132253,unclassified,,,,,,,,,,,,,,,,
85132255,unclassified,,,,,,,,,,,,,,,,
85132256,,,,,,,,,,,,,,,stream,,
85132258,tertiary,,,,,,,,,,,,,,,,
85132264,residential,,,,,,,,,,,,,,,,
85132265,residential,,,,,,,,,,,,,,,,
85133491,,,,,,,rail,,,,,,,,,,
85133954,service,,,,,,,,,,,,,,,,
85135282,residential,,,,,,,,,,,,,,,,
85135284,residential,,,,,,,,,,,,,,,,
85135285,residential,,,,,,,,,,,,,,,,
85135286,unclassified,,,,,,,,,,,,,,,,
85135287,residential,,,,,,,,,,,,,,,,
85135288,residential,,,,,,,,,,,,,,,,
85135290,residential,,,,,,,,,,,,,,,,
85135291,,,,,,,,administrative,,,,,,,stream,,
85135292,residential,,yes,,,,,,,,,,,,,,
85135293,unclassified,,,,,,,,,,,,,,,,
85135294,residential,,,,,,,,,,,,,,,,
85135297,service,,,,,,,,,,,,,,,,
85135298,unclassified,,,,,,,,,,,,,,,,
85135299,residential,,,,,,,,,,,,,,,,
85135303,unclassified,,,,,,,,,,,,,,,,
85135304,residential,,,,,,,,,,,,,,,,
85135305,residential,,,,,,,,,,,,,,,,
85135306,tertiary,,,,,,,,,,,,yes,,,,
85135307,residential,,,,,,,,,,,,,,,,
85135309,,,,,,,rail,,,,,,yes,,,,
85135311,unclassified,,,,,,,,,,,,,,,,
85135314,unclassified,,,,,,,,,,,,,,,,
85135316,tertiary,,,,,,,administrative,,,,,,,,,
85135317,,,,,,,,,,,,,,,stream,,
85135318,residential,,,,,,,,,,,,,,,,
85135319,,,,,,,,,,,,yes,,,stream,,
85135321,unclassified,,,,,,,,,,,,,,,,
85135322,residential,,,,,,,,,,,,,,,,
85135323,residential,,,,,,,,,,,,,,,,
85135325,unclassified,,,,,,,,,,,,,,,,
85135326,service,,,,,,,,,,,,,,,,
85143650,residential,,,,,,,,,,,,,,,,
85240961,,,,,,,rail,,,,,,,,,,
85240964,,,,,,,rail,,,,,,,,,,
85240966,,,,,,,rail,,,,,,,,,,
85240971,,,,,,,rail,,,,,,,,,,
85241071,,,,,,,rail,,,,,,,,,,
85241072,,,,,,,rail,,,,,,,,,,
85241075,,,,,,,rail,,,,,,,,,,
85255939,,,,,,,rail,,,,,,yes,,,,
85255948,tertiary,,yes,,,,,,,,,,,,,,
85255949,residential,,,,,,,,,,,,,,,,
85255952,tertiary,,,,2,,,,,,,,,,,,
85255953,tertiary_link,,yes,,,,,,,,,,,,,,
85255954,tertiary,,yes,yes,2,50,,,,,,,yes,,,,
85255955,residential,,,,,,,,,,,,,,,,
85255956,residential,,,,,,,,,,,,,,,,
85255957,residential,,,,,,,,,,,,,,,,
85255960,residential,,yes,,,,,,,,,,,,,,
85256634,tertiary,,yes,,,,,,,,,,,,,,
85256635,secondary_link,,yes,yes,,,,,,,,,,,,,
85256636,,,,,,,,,,,,,,,river,,
85256637,secondary_link,,yes,yes,,,,,,,,,,,,,
85256638,motorway_link,,yes,,,,,,,,,,,,,,
85258569,primary,,yes,yes,,,,,,,,,yes,,,,
85258576,primary_link,,yes,,,,,,,,,,yes,,,,
85258581,secondary,,yes,,,,,,,,,,yes,,,,
85258586,secondary_link,,yes,,,,,,,,,,,,,,
85294373,residential,,yes,,,,,,,,,,,,,,
85294392,residential,,-1,,,,,,,,,,,,,,
85294414,residential,,,,,,,,,,,,,,,,
85294418,residential,,,,,,,,,,,,,,,,
85294429,secondary,,yes,,,,,,,,,,,,,,
85383428,residential,,,,,,,,,,,,,,,,
85392263,tertiary,,yes,,,,,,,,,,,,,,
85393304,service,,yes,,,,,,,,,,,,,,
85393320,service,,,,,,,,,,,,,,,,
85393325,service,,yes,,,,,,,,,,,,,,
85393330,service,,yes,,,,,,,,,,,,,,
85393336,service,,yes,,,,,,,,,,,,,,
85394884,service,,,,,,,,,,,,,,,,
85394893,service,,,,,,,,,,,,,,,,
85445887,service,,,,,,,,,,,,,,,,
85445888,service,,,,,,,,,,,,,,,,
85465924,residential,,,,,,,,,,,,,,,,
85641559,residential,,yes,,,,,,,,,,,,,,
85692476,tertiary,,,,,,,,,,,,,,,,
85692477,residential,,yes,,,,,,,,,,,,,,
85692478,residential,,yes,,,,,,,,,,,,,,
85692768,residential,,,,,,,administrative,,,,,,,,,
85692769,residential,,yes,,,,,,,,,,,,,,
85693224,service,,,,,,,,,,,,,,,,
85693228,service,,,,,,,,,,,,,,,,
85693229,service,,yes,,,,,,,,,,,,,,
85693230,service,,,,,,,,,,,,,,,,
85693232,service,,,,,,,,,,,,,,,,
85693234,service,,,,,,,,,,,,,,,,
85693235,service,,yes,,,,,,,,,,,,,,
85693236,service,,,,,,,,,,,,,,,,
85693241,service,,,,,,,,,,,,,,,,
85693242,service,,,,,,,,,,,,,,,,
85698085,residential,,,,,,,,,,,,,,,,
85698540,residential,,yes,,,,,,,,,,,,,,
85873451,footway,,,,,,,,,,,,,,,,
85873454,footway,,,,,,,,,,,,,,,,
85873455,footway,,,,,,,,,,,,,,,,
85873457,service,,,,,,,,,,,,,,,,
85876725,service,,,,,,,,,,,,,,,,
85878173,service,,,,,,,,,,,,,,,,
86098763,residential,,yes,,,,,,,,,,,,,,
86098764,residential,,,,,,,,,,,,,,,,
86098765,residential,,,,,,,,,,,,,,,,
86098766,residential,,yes,,,,,,,,,,,,,,
86101111,residential,,,,,,,,,,,,,,,,
86101112,tertiary,,no,,,,,,,,,,,,,,
86143633,residential,,yes,,,,,,,,,,,,,,
86143848,residential,,,,,,,,,,,,,,,,
86216222,pedestrian,,,,,,,,,,,,,,,,
86216225,residential,,,,,,,,,,,,,,,,
86216226,pedestrian,,,,,,,,,,,,,,,,
86216228,pedestrian,,,,,,,,,,,,,,,,
86216513,residential,,,,,,,,,,,,,,,,
86216515,footway,,,,,,,,,,,,,,,,
86216520,service,,,,,,,,no,,,,,,,,
86216521,pedestrian,,,,,,,,,,,,,,,,
86217829,residential,,,,,,,,,,,,,,,,
86218469,residential,,,,,,,,,,,,,,,,
86218470,residential,,yes,,,,,,,,,,,,,,
86219145,residential,,,,,,,,,,,,,,,,
86219146,residential,,,,,,,,,,,,,,,,
86219148,residential,,yes,,,,,,,,,,,,,,
86219150,pedestrian,,,,,,,,,,,,,,,,
86219152,residential,,,,,,,,,,,,,,,,
86219660,residential,,yes,,,,,,,,,,,,,,
86219661,service,,,,,,,,,,,,,,,,
86219662,residential,,,,,,,,,,,,,,,,
86219663,residential,,,,,,,,,,,,,,,,
86219664,residential,,,,,,,,,,,,,,,,
86219665,service,,,,,,,,,,,,,,,,
86219711,service,,,,,,,,,,,,,,,,
86219714,residential,,,,,,,,,,,,,,,,
86219957,residential,,,,,,,,,,,,,,,,
86306239,residential,,,,,,,,,,,,,,,,
86306243,residential,,yes,,,,,,,,,,,,,,
86306245,residential,,,,,,,,,,,,,,,,
86306697,service,,,,,,,,,,,,,,,,
86307113,steps,,,,,,,,,,,,,,,,
86307114,residential,,,,,,,,,,,,,,,,
86307116,residential,,,,,,,,,,,,,,,,
86307117,residential,,,,,,,,,,,,,,,,
86319328,residential,,,,,,,,,,,,,,,,
86319329,residential,,,,,,,,,,,,,,,,
86319331,pedestrian,,,,,,,,,,,,,,,,
86319332,service,,,,,,,,,,,,,,,,
86319334,service,,,,,,,,,,,,,,,,
86319338,residential,,,,,,,,,,,,,,,,
86322959,,,,,,,subway,,,,,yes,,,,,
86322960,pedestrian,,,,,,,,,,,,,,,,
86322961,residential,,,,,,,,,,,,,,,,
86322963,residential,,,,,,,,,,,,,,,,
86322965,,,,,,,subway,,,,,yes,,,,,
86322966,pedestrian,,,,,,,,,,,,,,,,
86343494,residential,,,,,,,,,,,,,,,,
86343496,residential,,,,,,,,,,,,,,,,
86343497,residential,,yes,,,,,,,,,,,,,,
86343502,pedestrian,,,,,,,,,,,,,,,,
86343503,pedestrian,,,,,,,,,,,,,,,,
86350400,residential,,,,,,,,,,,,,,,,
86350404,pedestrian,,,,,,,,,,,,,,,,
86350405,residential,,yes,,,,,,,,,,,,,,
86351755,pedestrian,,,,,,,,,,,,,,,,
86351756,residential,,,,,,,,,,,,,,,,
86351758,residential,,yes,,,,,,,,,,,,,,
86351761,residential,,yes,,,,,,,,,,,,,,
86351764,residential,,,,,,,,,,,,,,,,
86351768,residential,,yes,,,,,,,,,,,,,,
86351770,pedestrian,,,,,,,,,,,,,,,,
86378178,residential,,,,,,,,,,,,,,,,
86378180,pedestrian,,yes,,,,,,,,,,,,,,
86378183,residential,,yes,,,,,,,,,,,,,,
86378184,pedestrian,,,,,,,,,,,,,,,,
86378187,residential,,,,,,,,,,,,,,,,
86378191,pedestrian,,,,,,,,,,,,,,,,
86378192,residential,,yes,,,,,,,,,,,,,,
86378193,tertiary,,yes,,,,,,,,,,,,,,
86378194,service,,yes,,,,,,,,,,,,,,
86378195,service,,,,,,,,,,,,,,,,
86378196,residential,,yes,,,,,,,,,,,,,,
86378198,residential,,yes,,,,,,,,,,,,,,
86379229,,,,,,,subway,,,,,,,,,,
86379230,,,,,,,subway,,,,,,,,,,
86379233,,,,,,,subway,,,,,,,,,,
86379235,,,,,,,subway,,,,,,,,,,
86379237,,,,,,,subway,,,,,,,,,,
86379239,,,,,,,subway,,,,,,,,,,
86379240,,,,,,,subway,,,,,,,,,,
86379242,,,,,,,subway,,,,,,,,,,
86435393,residential,,,,,,,,,,,,,,,,
86435394,residential,,,,,,,,,,,,,,,,
86435395,residential,,yes,,,,,,,,,,,,,,
86435396,pedestrian,,,,,,,,,,,,,,,,
86435397,residential,,,,,,,,,,,,,,,,
86437595,residential,,,,,,,,,,,,,,,,
86437597,residential,,,,,,,,,,,,,,,,
86437598,service,,,,,,,,,,,,,,,,
86438970,residential,,,,,,,,,,,,,,,,
86438971,pedestrian,,,,,,,,,,,,,,,,
86438972,residential,,,,,,,,,,,,,,,,
86438973,tertiary,,yes,,,,,,,,,,,,,,
86438974,tertiary,,yes,,,,,,,,,,,,,,
86438978,residential,,,,,,,,,,,,,,,,
86494176,,,,,,,subway,,,,,,,,,,
86494178,,,,,,,rail,,,,,,,,,,
86494180,,,,,,,subway,,,,,,,,,,
86494181,,,,,,,subway,,,,,,,,,,
86494185,,,,,,,rail,,,,,,yes,,,,
86494186,,,,,,,subway,,,,,,,,,,
86494188,,,,,,,subway,,,,,,,,,,
86495020,residential,,yes,,,,,,,,,,,,,,
86495022,pedestrian,,,,,,,,,,,,,,,,
86547336,residential,,,,,,,,,,,,,,,,
86547341,,,,,,,rail,,,,,,,,,,
86547343,residential,,yes,,,,,,,,,,,,,,
86547345,residential,,yes,,,,,,,,,,,,,,
86547346,pedestrian,,,,,,,,,,,,,,,,
86547349,residential,,yes,,,,,,,,,,,,,,
86549315,residential,,yes,,,,,,,,,,,,,,
86969260,footway,,,,,,,,,,,,,,,,
86969850,footway,,,,,,,,,,,,,,,,
86970140,path,,,,,,,,,,,,,,,,
86984814,footway,,,,,,,,,,,,,,,,
86985262,service,,,,,,,,,,,,,,,,
86985263,service,,,,,,,,,,,,,,,,
87082460,pedestrian,,,,,,,,,,,,,,,,
87082462,primary,,yes,yes,3,,,,,,,,,,,,
87082463,primary,,yes,yes,,,,,,,,,,,,,
87082464,service,,yes,,2,,,,,,,,,,,,
87082469,primary,,yes,yes,3,,,,,,,,,,,,
87082472,primary_link,,yes,yes,3,,,,,,,,,,,,
87083366,service,,,,,,,,private,,,,,,,,
87083367,service,,,,,,,,private,,,,,,,,
87083368,service,,,,,,,,private,,,yes,,,,,
87086743,residential,,,,,,,,,,,,,,,,
87086745,residential,,,,,,,,,,,,,,,,
